FNUS81 KAKQ 231931
FWMAKQ
FNUS81 KAKQ 231930
FWMAKQ

FCST,182002,221024,13,2,63,77,1,1,NNW,06,,63,55,100,76,0,0,N
FCST,182002,221025,13,2,69,72,1,1,S,03,,69,56,100,71,0,0,N
FCST,182002,221026,13,1,71,76,1,1,SSW,06,,71,58,100,71,0,0,N
FCST,182002,221027,13,1,67,64,1,1,NNW,09,,73,55,100,63,0,0,N
FCST,182002,221028,13,2,63,72,1,1,NE,09,,69,50,96,63,0,0,N
FCST,182002,221029,13,2,63,75,1,1,ENE,09,,65,51,100,70,0,0,N
FCST,182002,221030,13,2,64,72,1,1,NE,06,,65,52,100,70,0,0,N
FCST,182201,221024,13,2,65,82,1,1,NNW,05,,65,57,100,81,6,0,N
FCST,182201,221025,13,2,70,75,1,1,ESE,03,,70,56,100,73,0,0,N
FCST,182201,221026,13,1,72,73,1,1,SSW,06,,72,57,100,73,0,0,N
FCST,182201,221027,13,1,68,65,1,1,N,09,,74,55,100,65,0,0,N
FCST,182201,221028,13,2,63,75,1,1,NE,10,,70,50,100,65,0,0,N
FCST,182201,221029,13,2,62,78,1,1,ENE,10,,65,51,100,73,0,0,N
FCST,182201,221030,13,2,63,73,1,1,NE,06,,64,51,100,73,0,0,N
FCST,311440,221024,13,2,66,72,1,1,N,06,,66,55,100,71,0,0,N
FCST,311440,221025,13,2,72,65,1,1,NE,03,,72,54,100,64,0,0,N
FCST,311440,221026,13,1,75,60,1,1,SW,05,,75,56,100,60,0,0,N
FCST,311440,221027,13,1,71,60,1,1,NNE,08,,77,56,97,59,0,0,N
FCST,311440,221028,13,2,67,63,1,1,NNE,08,,73,52,96,59,0,0,N
FCST,311440,221029,13,2,66,67,1,1,NE,08,,70,53,100,61,0,0,N
FCST,311440,221030,13,1,67,61,1,1,ENE,06,,68,54,96,61,0,0,N
FCST,311503,221024,13,2,66,73,1,1,N,05,,66,56,100,73,0,0,N
FCST,311503,221025,13,2,71,66,1,1,NE,03,,71,55,100,66,0,0,N
FCST,311503,221026,13,1,75,62,1,1,SW,04,,75,57,100,62,0,0,N
FCST,311503,221027,13,1,71,61,1,1,NNE,06,,77,57,100,61,0,0,N
FCST,311503,221028,13,2,67,67,1,1,NNE,08,,73,52,96,61,0,0,N
FCST,311503,221029,13,2,67,68,1,1,NE,08,,70,55,100,66,0,0,N
FCST,311503,221030,13,2,67,62,1,1,ENE,06,,68,55,96,61,0,0,N
FCST,313040,221024,13,2,67,65,1,1,N,05,,67,54,99,64,0,0,N
FCST,313040,221025,13,2,72,64,1,1,ENE,03,,72,53,100,62,0,0,N
FCST,313040,221026,13,1,74,60,1,1,SW,05,,74,55,100,60,0,0,N
FCST,313040,221027,13,1,71,58,1,1,NNE,06,,77,55,100,55,0,0,N
FCST,313040,221028,13,2,68,62,1,1,NE,08,,73,51,96,55,0,0,N
FCST,313040,221029,13,2,67,68,1,1,NE,08,,70,53,100,61,0,0,N
FCST,313040,221030,13,1,67,63,1,1,ENE,05,,69,54,100,63,0,0,N
FCST,313001,221024,13,2,67,67,1,1,N,05,,67,55,100,66,0,0,N
FCST,313001,221025,13,2,73,64,1,1,ENE,02,,73,54,100,63,0,0,N
FCST,313001,221026,13,1,75,62,1,1,SW,04,,75,56,100,62,0,0,N
FCST,313001,221027,13,1,71,59,1,1,NNE,05,,78,57,100,59,0,0,N
FCST,313001,221028,13,1,68,63,1,1,NE,08,,73,53,96,57,0,0,N
FCST,313001,221029,13,2,67,68,1,1,NE,06,,71,55,100,63,0,0,N
FCST,313001,221030,13,1,68,66,1,1,ENE,04,,70,55,100,66,0,0,N
FCST,443301,221024,13,2,65,65,1,1,N,04,,65,53,100,65,0,0,N
FCST,443301,221025,13,2,71,62,1,1,SSE,03,,71,53,100,61,0,0,N
FCST,443301,221026,13,1,72,60,1,1,SSW,08,,73,55,100,59,0,0,N
FCST,443301,221027,13,1,67,57,1,1,N,08,,74,53,96,57,0,0,N
FCST,443301,221028,13,2,63,65,1,1,NNE,06,,69,47,100,57,0,0,N
FCST,443301,221029,13,2,63,74,1,1,NE,06,,65,50,100,65,0,0,N
FCST,443301,221030,13,2,63,69,1,1,NE,04,,65,50,100,67,0,0,N
FCST,443302,221024,13,2,65,66,1,1,N,04,,65,53,100,65,0,0,N
FCST,443302,221025,13,2,70,61,1,1,SSE,03,,71,53,100,59,0,0,N
FCST,443302,221026,13,1,73,59,1,1,SSW,08,,73,55,100,59,0,0,N
FCST,443302,221027,13,1,67,57,1,1,N,08,,75,54,96,57,0,0,N
FCST,443302,221028,13,2,63,64,1,1,NNE,08,,70,48,96,57,0,0,N
FCST,443302,221029,13,2,63,74,1,1,NE,06,,65,50,100,63,0,0,N
FCST,443302,221030,13,2,63,68,1,1,NE,04,,65,50,100,67,0,0,N
FCST,443303,221024,13,2,65,65,1,1,N,04,,65,52,100,64,0,0,N
FCST,443303,221025,13,2,71,61,1,1,SSE,03,,71,53,100,61,0,0,N
FCST,443303,221026,13,1,72,60,1,1,SSW,08,,73,55,100,59,0,0,N
FCST,443303,221027,13,1,67,57,1,1,N,08,,75,53,93,57,0,0,N
FCST,443303,221028,13,2,63,65,1,1,NNE,08,,70,47,96,57,0,0,N
FCST,443303,221029,13,2,63,75,1,1,NE,06,,65,50,100,63,0,0,N
FCST,443303,221030,13,2,63,69,1,1,NE,04,,65,50,100,67,0,0,N
FCST,443304,221024,13,2,65,65,1,1,N,04,,65,53,100,65,0,0,N
FCST,443304,221025,13,2,71,61,1,1,SSE,03,,71,53,100,59,0,0,N
FCST,443304,221026,13,1,73,59,1,1,SSW,08,,73,54,100,59,0,0,N
FCST,443304,221027,13,1,68,57,1,1,N,08,,75,53,96,57,0,0,N
FCST,443304,221028,13,2,63,65,1,1,NNE,08,,70,47,100,54,0,0,N
FCST,443304,221029,13,2,63,73,1,1,NE,06,,65,49,100,63,0,0,N
FCST,443304,221030,13,2,63,67,1,1,NE,04,,65,49,100,67,0,0,N
FCST,446801,221024,13,2,67,65,1,1,N,04,,67,53,100,64,0,0,N
FCST,446801,221025,13,2,72,64,1,1,SE,03,,72,54,100,61,0,0,N
FCST,446801,221026,13,1,74,63,1,1,SSW,06,,74,55,100,59,0,0,N
FCST,446801,221027,13,1,69,60,1,1,N,08,,76,55,96,59,0,0,N
FCST,446801,221028,13,2,65,65,1,1,NNE,08,,72,50,96,59,0,0,N
FCST,446801,221029,13,2,65,73,1,1,NE,08,,68,52,100,63,0,0,N
FCST,446801,221030,13,2,65,71,1,1,NE,05,,67,52,100,68,0,0,N
FCST,449801,221024,13,2,66,75,1,1,N,06,,66,55,100,74,0,0,N
FCST,449801,221025,13,2,71,68,1,1,NE,03,,71,54,100,66,0,0,N
FCST,449801,221026,13,1,75,63,1,1,SW,05,,75,56,100,62,0,0,N
FCST,449801,221027,13,1,70,62,1,1,NNE,08,,77,56,100,61,0,0,N
FCST,449801,221028,13,2,67,69,1,1,NNE,09,,72,52,100,61,0,0,N
FCST,449801,221029,13,2,66,68,1,1,NE,08,,69,54,100,66,0,0,N
FCST,449801,221030,13,2,66,65,1,1,ENE,06,,67,54,100,63,0,0,N
FCST,449905,221024,13,2,64,85,1,1,N,12,,64,59,97,82,0,0,N
FCST,449905,221025,13,2,68,87,1,1,NNE,05,,68,58,97,81,0,0,N
FCST,449905,221026,13,1,70,85,1,1,S,06,,71,60,100,81,0,0,N
