FNUS84 KMRX 232028
FWMMRX

FCST,405101,221027,13,0,66,54,1,1,50,06,M,66,47,100,54,0,0,N
FCST,405101,221028,13,1,69,53,1,1,110,04,M,69,46,100,45,0,0,N
FCST,405101,221029,13,2,65,65,1,1,70,04,M,71,50,96,47,1,1,N
FCST,405101,221030,13,2,64,70,1,1,120,05,M,67,51,100,59,2,1,N
FCST,407102,221024,13,1,71,36,1,1,170,06,M,71,44,80,30,0,0,N
FCST,407102,221025,13,2,69,57,1,1,160,11,M,71,50,93,36,0,0,N
FCST,407102,221026,13,2,57,67,1,1,290,06,M,70,46,100,55,2,0,N
FCST,407102,221027,13,0,64,54,1,1,70,05,M,64,43,100,54,0,0,N
FCST,407102,221028,13,1,67,56,1,1,150,06,M,67,44,100,50,0,0,N
FCST,407102,221029,13,2,63,65,1,1,130,06,M,69,48,100,51,1,1,N
FCST,407102,221030,13,2,61,75,1,1,150,08,M,64,48,100,60,2,1,N
FCST,407301,221024,13,1,74,37,1,1,200,05,M,74,43,93,26,0,0,N
FCST,407301,221025,13,2,74,51,1,1,170,08,M,75,49,96,36,0,0,N
FCST,407301,221026,13,1,62,67,1,1,290,06,M,76,50,100,48,2,0,N
FCST,407301,221027,13,0,68,54,1,1,50,06,M,68,46,100,54,0,0,N
FCST,407301,221028,13,1,71,57,1,1,140,05,M,71,46,100,49,0,0,N
FCST,407301,221029,13,2,67,68,1,1,100,05,M,73,51,100,49,1,1,N
FCST,407301,221030,13,2,64,78,1,1,160,06,M,69,51,100,59,2,1,N
FCST,409201,221024,13,1,70,41,1,1,150,04,M,70,48,68,28,0,0,N
FCST,409201,221025,13,2,68,63,1,1,160,11,M,71,52,86,39,0,0,N
FCST,409201,221026,13,1,57,72,1,1,300,05,M,70,49,96,61,2,0,N
FCST,409201,221027,13,0,64,60,1,1,70,04,M,64,46,96,60,0,0,N
FCST,409201,221028,13,1,66,63,1,1,140,05,M,66,48,93,54,0,0,N
FCST,409201,221029,13,2,62,75,1,1,120,05,M,68,53,89,59,1,1,N
FCST,409201,221030,13,2,59,87,1,1,140,09,M,64,51,100,70,2,1,N
FCST,403602,221024,13,1,71,34,1,1,350,01,M,71,41,92,31,0,0,N
FCST,403602,221025,13,1,71,41,1,1,150,04,M,72,45,86,34,0,0,N
FCST,403602,221026,13,2,59,69,1,1,290,03,M,73,51,96,39,2,1,N
