FNUS84 KSJT 231906
FWMSJT

FCST,417701,221024,13,1,77,38,1,5,254,13,,80,63,93,36,0,0,N
FCST,417701,221025,13,0,68,20,1,1,299,09,,78,43,73,20,0,0,N
FCST,417701,221026,13,0,72,27,1,1,180,18,,72,44,60,18,0,0,N
FCST,417701,221027,13,1,73,49,1,3,189,19,,74,51,84,25,0,0,N
FCST,417701,221028,13,1,67,35,3,3,319,21,,76,51,83,33,0,0,N
FCST,417701,221029,13,1,67,37,1,1,349,13,,69,44,89,32,0,0,N
FCST,417701,221030,13,1,71,34,1,1,199,13,,71,45,86,33,0,0,N
FCST,419501,221024,13,2,74,73,1,5,289,13,,84,68,97,41,0,7,N
FCST,419501,221025,13,0,69,31,5,1,319,13,,77,49,74,30,0,0,N
FCST,419501,221026,13,0,75,29,1,1,160,10,,75,45,70,27,0,0,N
FCST,419501,221027,13,1,74,49,1,3,160,13,,76,49,81,26,0,0,N
FCST,419501,221028,13,1,70,53,3,4,319,14,,77,57,94,45,0,0,N
FCST,419501,221029,13,1,67,46,1,1,349,13,,71,48,93,46,0,0,N
FCST,419501,221030,13,0,71,40,1,1,229,09,,71,46,94,39,0,0,N
FCST,419401,221024,13,1,74,50,1,5,279,13,,87,63,100,36,0,6,N
FCST,419401,221025,13,0,68,27,3,1,309,12,,77,46,84,26,0,0,N
FCST,419401,221026,13,0,74,25,1,1,170,13,,75,46,65,23,0,0,N
FCST,419401,221027,13,1,76,43,1,3,189,19,,77,52,67,23,0,0,N
FCST,419401,221028,13,1,67,47,3,4,339,16,,79,53,93,38,0,0,N
FCST,419401,221029,13,1,65,43,1,1,349,13,,68,46,98,41,0,0,N
FCST,419401,221030,13,1,70,38,1,1,223,12,,71,45,90,36,0,0,N
FCST,419502,221024,13,1,77,48,1,5,269,09,,87,66,97,35,0,6,N
FCST,419502,221025,13,0,70,26,1,1,309,12,,81,48,77,25,0,0,N
FCST,419502,221026,13,0,76,25,1,1,160,12,,76,45,70,22,0,0,N
FCST,419502,221027,13,1,77,43,1,3,180,17,,79,51,77,23,0,0,N
FCST,419502,221028,13,1,70,42,3,4,319,18,,81,55,99,39,0,0,N
FCST,419502,221029,13,1,68,40,1,1,349,13,,71,48,89,39,0,0,N
FCST,419502,221030,13,0,73,36,1,1,219,12,,73,47,89,35,0,0,N
FCST,417801,221024,13,2,75,68,1,5,274,11,,85,68,100,41,0,6,N
FCST,417801,221025,13,0,71,26,4,1,329,12,,78,49,71,25,0,0,N
FCST,417801,221026,13,0,75,26,1,1,150,11,,76,43,76,22,0,0,N
FCST,417801,221027,13,1,77,46,1,3,170,14,,78,50,85,24,0,0,N
FCST,417801,221028,13,0,71,42,3,4,319,16,,80,57,99,41,0,0,N
FCST,417801,221029,13,0,69,42,1,1,349,14,,73,48,93,37,0,0,N
FCST,417801,221030,13,0,74,35,1,1,209,11,,74,46,94,34,0,0,N
FCST,419203,221024,13,1,78,36,1,5,259,16,,87,64,90,34,2,4,N
FCST,419203,221025,13,0,72,21,1,1,299,09,,81,45,82,21,0,0,N
FCST,419203,221026,13,0,77,24,1,1,170,13,,77,44,68,18,0,0,N
FCST,419203,221027,13,1,79,42,1,3,189,16,,79,51,78,22,0,0,N
FCST,419203,221028,13,1,68,43,3,4,329,17,,82,52,83,34,0,0,N
FCST,419203,221029,13,1,68,40,1,1,349,11,,70,46,93,38,0,0,N
FCST,419203,221030,13,1,72,36,1,1,209,11,,73,45,89,35,0,0,N
FCST,419204,221024,13,1,78,42,1,5,249,13,,86,64,97,39,0,0,N
FCST,419204,221025,13,0,72,22,1,1,309,08,,81,45,79,22,0,0,N
FCST,419204,221026,13,0,77,24,1,1,180,13,,77,43,71,20,0,0,N
FCST,419204,221027,13,1,78,47,1,3,189,18,,79,52,79,24,0,0,N
FCST,419204,221028,13,0,69,40,3,4,319,17,,80,53,89,40,0,0,N
FCST,419204,221029,13,1,68,41,1,1,349,11,,71,46,89,38,0,0,N
FCST,419204,221030,13,1,73,36,1,1,209,12,,73,45,93,36,0,0,N
FCST,417803,221024,13,1,76,61,1,5,259,09,,85,66,100,41,0,0,N
FCST,417803,221025,13,0,73,21,2,1,329,11,,79,47,68,21,0,0,N
FCST,417803,221026,13,0,78,22,1,1,170,12,,78,43,76,18,0,0,N
FCST,417803,221027,13,1,78,47,1,3,180,17,,79,50,87,22,0,0,N
FCST,417803,221028,13,0,72,35,3,4,319,17,,80,54,100,35,0,0,N
FCST,417803,221029,13,1,71,36,1,1,0,12,,74,46,96,32,0,0,N
FCST,417803,221030,13,0,74,34,1,1,219,11,,74,44,100,31,0,0,N
FCST,419104,221024,13,1,76,37,1,5,249,18,,86,62,90,35,2,2,N
FCST,419104,221025,13,0,68,25,2,1,289,11,,78,44,83,24,0,0,N
FCST,419104,221026,13,0,74,25,1,1,170,13,,74,45,59,20,0,0,N
FCST,419104,221027,13,1,75,43,1,3,189,18,,77,51,71,23,0,0,N
FCST,419104,221028,13,1,64,49,3,4,336,16,,80,51,84,35,0,0,N
FCST,419104,221029,13,1,65,43,1,1,349,12,,66,46,91,41,0,0,N
FCST,419104,221030,13,1,71,36,1,1,209,12,,71,46,84,35,0,0,N
FCST,417804,221024,13,1,75,55,1,5,273,09,,84,64,100,41,0,4,N
FCST,417804,221025,13,0,70,24,1,1,319,11,,79,45,79,23,0,0,N
